,K,D,D,D
600a5bf4d9ca200f90967179,2_Tereuzeraa#1495,### Deck de Druida# Classe: Druida# Formato: Padrão# Ano da Fênix## 2x (0) Broto Relampejante# 2x (1) Estudos da Natureza# 2x (2) Adivinhar o Peso# 2x (2) Eclipse Lunar# 2x (2) Eclipse Solar# 2x (2) Sopro de Sonhos# 2x (3) Draco Sonhador# 2x (4) Exuberância# 2x (5) Aeroponia# 2x (5) Arborizar# 2x (5) Defensor Anubisath# 2x (6) Entalhes Rúnicos# 1x (6) Exploradora Esmeralda# 2x (7) Coruja Umbrática# 2x (8) Proteção Cenariana# 1x (9) Ysera Empoderada# AAECAZICAvatA/2tAw7vogP8rQOMrgPougObzgOW0QPw1AOJ4AOK4AOV4AOk4QPR4QOL5AOM5AMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Caçador de Demônios# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Estudos Illidari# 2x (1) Maga de Batalha Fulgurante# 2x (1) Talho Duplo# 2x (2) Artesã de Varinhas# 2x (2) Golpe do Caos# 2x (2) Panthara Manáfago# 2x (2) Vigia Cego# 2x (3) Dança de Lâminas# 2x (3) Executor de Açovil# 2x (3) Lâminas de Guerra Aldrachi# 2x (3) Perseguição Incansável# 1x (4) Il'gynoth# 1x (4) Kayn Solfúria# 2x (4) Sabrevil# 2x (6) Crânio de Gul'dan# 2x (6) Senhora das Lâminas# AAECAea5AwLaxgPQ3QMO+a4Dh7oD17sD4LwDjb0D2cYD/MgD+84D/tEDxd0DzN0D194D8+MD9OMDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Whirlkick Rogue# Classe: Ladino# Formato: Padrão# Ano da Fênix## 2x (0) Passo Furtivo# 2x (0) Preparação# 2x (0) Punhalada pelas Costas# 2x (1) Congelamento Cerebral# 2x (1) Espoliador de Prêmios# 2x (1) Gato do Faraó# 2x (1) Ladra de Varinha# 2x (1) Passagem Secreta# 2x (2) Eviscerar# 2x (2) Falcatrua# 2x (2) Mestre da Giratória# 2x (2) Raposinho Trambiqueiro# 2x (3) Aventureiro em Missão# 2x (3) Mandrião da MAL# 1x (4) Edwin VanCleef# 1x (5) Janice Barov# AAECAaIHArIC2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
600a5bf4d9ca200f90967179,2_台中第一鼠來寶#4279,AAECAQcGHN6tA8C5A+PMA5PQA4HkAwwWkAPUBNypA92tA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=,AAECAZICAA/9AvcD5gXKnAOvogP/rQP5tQPlugPvugP5zAObzgO50gPw1AOK4AOM5AMA,AAECAf0GAv2kA9a5Aw4wzgfCCLW5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA5PeA9DhA8rjAwA=
600a5bf4d9ca200f90967179,2_NoGlocko#1603,### Kuriboh druid# Class: Druid# Format: Standard# Year of the Phoenix## 2x (0) Innervate# 2x (0) Lightning Bloom# 2x (1) Adorable Infestation# 2x (1) Gibberling# 2x (1) Nature Studies# 2x (1) Treenforcements# 2x (2) Dreamway Guardians# 2x (2) Lunar Eclipse# 2x (2) Power of the Wild# 2x (2) Rising Winds# 2x (3) BEEEES!!!# 2x (3) Fungal Fortunes# 2x (3) Savage Roar# 2x (5) Arbor Up# 2x (5) Glowfly Swarm# AAECAZICAA/+AfcD5gXKnAOvogP/rQP5tQPlugPvugP5zAObzgO50gPw1AOJ4AOM5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Highroll city :(# Class: Warlock# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 1x (1) Animated Broomstick# 2x (1) Flame Imp# 2x (1) Soulfire# 2x (1) Spirit Jailer# 2x (1) Tour Guide# 2x (1) Voidwalker# 2x (1) Wicked Whispers# 2x (2) Darkglare# 2x (2) Expired Merchant# 2x (2) Wriggling Horror# 2x (3) Man'ari Mosher# 1x (3) Revenant Rascal# 2x (4) Nightshade Matron# 2x (6) Hand of Gul'dan# 2x (8) Flesh Giant# AAECAf0GApXNA5feAw4wzgfCCP2kA7W5A7a5A8u5A5vNA9fOA8HRA8zSA5PeA9DhA8rjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### "otk"# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (0) Inner Rage# 2x (1) Nitroboost Poison# 2x (1) Risky Skipper# 2x (1) Shield of Honor# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Corsair Cache# 1x (3) Ancharrr# 2x (3) Bloodsworn Mercenary# 2x (3) Bomb Wrangler# 1x (3) Lord Barov# 2x (3) Warmaul Challenger# 2x (4) Kor'kron Elite# 1x (4) Reaper's Scythe# 2x (4) Sword Eater# 2x (5) Cutting Class# 2x (7) Bloodboil Brute# AAECAQcE3q0DwLkD48wDk9ADDRYckAPUBNypA6S2A6u2A7u5A5y7A5HQA/fUA7XeA4HkAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_권순일#3752,### d# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 마법 삼키기# 2x (1) 쌍날 베기# 1x (1) 에테리얼 강화상인# 1x (1) 지옥 철학# 2x (1) 지옥비명 작렬# 2x (2) 마나탐식자 판타라# 2x (2) 모아그 기술병# 1x (2) 산성 늪수액괴물# 2x (2) 영혼 시야# 2x (2) 제물의 오라# 1x (2) 혈법사 탈노스# 2x (2) 혼돈의 일격# 1x (3) 곡예# 2x (3) 안광# 2x (3) 알드라치 전투검# 1x (4) 일기노스# 1x (4) 지옥 마력의 일리다리# 1x (5) 혼돈의 회오리# 2x (6) 굴단의 해골# AAECAea5AwjtBYoHvbsD4L4D98MDztID0N0D2d4DC4e6A9e7A+C8A+m+A8fGA9nGA9TIA9XIA/vOA93TA8fdAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### w# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 활기찬 조수# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (9) 들창엄니# AAECAYwWCBz9pwPerQPAuQPjzAOT0AOr1AOB5AMLFpAD1ATcqQOktgOrtgO7uQOcuwOR0AP31AO13gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### p# 직업: 사제# 대전 방식: 정규# 불사조의 해## 1x (0) 시체 되살리기 # 1x (1) 냉담한 반응# 1x (1) 살아 움직이는 빗자루# 1x (1) 소생# 1x (1) 용족 탐구# 1x (2) 광기의 화염술사# 1x (2) 마법봉 제작자# 1x (2) 산성 늪수액괴물# 1x (2) 생각 훔치기# 1x (2) 세데크 장막직공# 1x (2) 어둠의 권능: 죽음# 1x (2) 위대한 제피르스# 1x (2) 통찰# 1x (2) 회개# 1x (3) 광분# 1x (3) 무한의 숨결# 1x (3) 손금 보기# 1x (3) 암흑의 광기# 1x (3) 절정# 1x (3) 정신파괴자 일루시아# 1x (4) 비밀결사단 수행사제# 1x (4) 신성한 폭발# 1x (4) 이름 없는 자# 1x (5) 약삭빠른 코볼트# 1x (5) 푸른비늘혈족 주문술사# 1x (7) 영혼 거울# 1x (7) 형언할 수 없는 갈라크론드# 1x (8) 무한의 무르도즈노# 1x (9) 용의 여왕 알렉스트라자# 1x (9) 죽음의 역병# AAECAZ/HAh4e3AHJBooH9gfTCvyjA5mpA5+pA/KsA4GxA4ixA46xA5GxA5O6A5u6A6+6A8i+A8jAA97MA5XNA8vNA9fOA+PRA/vRA/7RA5jeA+LeA/vfA/jjAwAA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_Nineeyebrows#1739,AAECAea5AwAPh7oD17sD4LwD2cYD/MgDn80D0c0D+84D/tEDzNIDzdID1NID99UDxd0DzN0DAA==,AAECAbr5AwAP/QL3A+YFypwD7aID/K0D5boD77oD+cwDm84DltEDudID8NQDiuADjOQDAA==,### Flinger Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Backstab# 1x (1) Deadly Poison# 2x (1) Nitroboost Poison# 2x (1) Pen Flinger# 2x (1) Secret Passage# 2x (1) Sinister Strike# 1x (1) Southsea Deckhand# 2x (1) Spymistress# 2x (1) Wand Thief# 1x (1) Worgen Infiltrator# 2x (2) Eviscerate# 2x (2) Sneaky Delinquent# 2x (2) Swindle# 2x (3) Greyheart Sage# 1x (3) Hooked Scimitar# 2x (3) Self-Sharpening Sword# 2x (5) Cutting Class# AAECAaIHBMsD1AXiB/+lAw20AcYFiAe5uAPPuQOqywOfzQOk0QOK1APV1AP31APn3QOB5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_andrew#3386,### secret# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 1x (0) 마음가짐# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 비열한 곤봉잡이# 2x (1) 파라오의 고양이# 1x (2) 그림자보석공 하나르# 2x (2) 매복# 2x (2) 비열한 수법# 1x (2) 사기# 2x (2) 속여우# 2x (2) 절개# 1x (2) 표절# 2x (3) 잔.악.무.도. 악당# 2x (3) 정리해주는 사기꾼# 1x (4) 에드윈 밴클리프# 1x (5) 잔다이스 바로브# AAECAd75AwayAoYJ+8QD2dED5dMD590DDLQB7QKIB4+XA/WnA8y5A865A9C5A6rLA6TRA9/dA4LkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### hirander# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 1x (1) 더러운 마귀# 1x (1) 마법 삼키기# 1x (1) 살아 움직이는 빗자루# 1x (1) 수호병 강화상인# 1x (1) 쌍날 베기# 1x (1) 이글거리는 전투마법사# 1x (1) 활기찬 조수# 1x (2) 교단 수련사# 1x (2) 마나탐식자 판타라# 1x (2) 산성 늪수액괴물# 1x (2) 약삭빠른 불량아# 1x (2) 위대한 제피르스# 1x (2) 해골이빨 싸움꾼# 1x (2) 혼돈의 일격# 1x (3) 끊임없는 추적# 1x (3) 마법사 사냥꾼# 1x (3) 명사냥꾼 크린# 1x (3) 알드라치 전투검# 1x (3) 얼어붙은 암흑술사# 1x (3) 죽마 기수# 1x (3) 지옥강철 집행자# 1x (4) 일기노스# 1x (4) 지옥표범# 1x (4) 카인 선퓨리# 1x (5) 기상천외한 자이# 1x (5) 쌍날검 숙련자# 1x (6) 굴단의 해골# 1x (7) 단체 공연# 1x (9) 네스란다무스# 1x (9) 용의 여왕 알렉스트라자# AAECAc7WAx6KB/yjA/2nA/muA5GxA4e6A9e7A+C8A9a+A9e+A96+A7zGA9nGA9rGA9TIA/fIA/7IA5XNA97OA/vOA4rUA+PUA4vVA8XdA8rdA8/dA9DdA9HdA9feA/TjAwAA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 야동# 직업: 드루이드# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 2x (0) 정신 자극# 2x (1) 살아 움직이는 빗자루# 1x (1) 자연학 탐구# 1x (2) 무게 알아맞히기# 2x (2) 무쇠껍질# 1x (2) 월식# 1x (3) 급속 성장# 2x (4) 과성장# 1x (5) 달송곳니# 2x (5) 아누비사스 문지기# 2x (5) 호수 트레샤돈# 2x (5) 황혼의 흑표범# 1x (7) 괴력의 사나이# 1x (7) 범람# 2x (8) 야수 동반자# 1x (9) 축제 광대# 1x (9) 해방된 이세라# 1x (10) 운명의 지배자 요그사론# 2x (10) 적자생존# AAECAZICCuQI26UD9q0Dm84DndgD/tsDieAD0eED5uEDleQDCv4B76ID6LoD7LoDlc0DutADvNADk9ED3tED8NQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_정할랭#3741,### 도적# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 2x (1) 깃펜 장난꾼# 2x (1) 남쪽바다 갑판원# 2x (1) 늑대인간 침투요원# 2x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 사악한 일격# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 1x (2) 잿빛혓바닥 학살자# 2x (2) 절개# 1x (3) 곡도# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (5) 땡땡이치기# AAECAYO6AgL/pQO6uAMOtAHLA8YF1AWIB+IHubgDz7kDqssDn80DitQD1dQD99QDgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 흑마법사# 직업: 흑마법사# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (1) 견학 안내자# 2x (1) 공허방랑자# 2x (1) 살아 움직이는 빗자루# 2x (1) 영혼의 불꽃# 2x (1) 혼령 간수# 2x (1) 화염 임프# 1x (2) 꿈틀거리는 공포# 2x (2) 산성 늪수액괴물# 2x (2) 수상한 장사꾼# 2x (2) 암흑시선# 1x (2) 칸레타드 에본로크# 2x (3) 만아리 춤꾼# 2x (4) 밤그늘 대모# 2x (6) 굴단의 손# 2x (8) 살덩이 거인# AAECAcn1AgLWuQPK4wMOMIoHzgfCCP2kA7W5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA5PeAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 성기사# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (0) 등교 첫날# 2x (1) 깃펜 장난꾼# 2x (1) 살아 움직이는 빗자루# 2x (1) 알도르 수행원# 2x (2) 붉은비늘 용조련사# 2x (2) 아달의 수호자# 1x (2) 은빛십자군 허풍쟁이# 2x (2) 지혜의 성서# 1x (3) 군주 바로브# 2x (3) 살헤트의 사자# 1x (4) 고위 수녀원장 알루라# 2x (5) 알도르 진실탐구자# 2x (5) 정의의 성서# 2x (5) 호박색 감시자# 1x (6) 나루의 망치# 1x (7) 실라스 다크문# 1x (7) 여군주 리아드린# 2x (9) 희망의 성서# AAECAYsWBoTBA5PQA8PRA+DRA4XeA8jhAwyVpgOIrgPKuAP9uAPquQPruQPsuQPKwQOVzQOezQOfzQP53gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_STRyKeR#1956,### Caneta# Classe: Paladino# Formato: Padrão# Ano da Fênix## 2x (0) Primeiro Dia de Aula# 2x (1) Atendente dos Aldor# 2x (1) Encantador de Canetas# 2x (1) Vassoura Animada# 2x (2) Assalto Aéreo# 2x (2) Engenheira Novata# 1x (2) Gosma Ácida do Pântano# 2x (2) Incunábulo da Sabedoria# 2x (2) Mão de A'dal# 1x (3) Lorde Barov# 2x (3) Orgulho de Sal-het# 2x (5) Devoto da Verdade dos Aldor# 2x (5) Incunábulo da Justiça# 2x (6) Pupilo Devoto# 1x (7) Lady Liadrin# 1x (7) Silas Negraluna# 2x (9) Incunábulo da Esperança# AAECAZ8FBIoHhMEDk9ADyOEDDZwClaYDlrYDyrgD/bgD6rkD67kD7LkDysEDlc0Dns0Dn80DwNEDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Aggro# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Ajudante Motivada# 2x (1) Aprimorante Guardião# 2x (1) Carnífice de Batalha# 1x (1) Consumir Magia# 2x (1) Exaurir Mana# 2x (1) Iniciado Intrépido# 2x (1) Mascote Demoníaco# 2x (1) Talho Duplo# 2x (2) Brigão Mascaosso# 2x (2) Golpe do Caos# 2x (2) Horror Meneante# 2x (2) Neófita da Seita# 1x (3) Acrobacia# 1x (3) Mordida do Senhor do Medo# 2x (3) Perna de Pau# 1x (4) Altruis o Proscrito# 1x (5) Erudito Pulquério# 1x (6) Crânio de Gul'dan# AAECAea5AwbMugPZxgPUyAP21gPN3QPZ3gMM/acD17sD4LwD174D3r4D98gD8skD3MwDgtADi9UDz90DyuMDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Gala# Classe: Bruxo# Formato: Padrão# Ano da Fênix## 2x (1) Carcereiro Espiritual# 2x (1) Comerciante de Armadura# 2x (1) Praga das Chamas# 2x (2) Gosma Ácida do Pântano# 2x (2) Talhar Alma# 2x (3) Céus Escuros# 2x (3) Espíritos da Escola# 2x (3) Sectário do Ermo das Serpes# 2x (4) Adoradora Velada# 2x (4) Desastre em Cascata# 2x (4) Maníaco Devoto# 2x (5) Escudo de Galakrond# 1x (6) Ingressius# 1x (6) Kronx Casco Dracônico# 1x (7) Animóloga Malícia# 1x (7) Galakrond o Ignóbil# 1x (8) Espiral Etérea# 1x (10) Y'Shaarj o Profanador# AAECAf0GBtsG47QD8b8Dz9ID/N4DzuEDDIoHnakD6KwD6qwD66wD/q4Dqq8DrMsDzNIDzdIDxt4DkuQDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
600a5bf4d9ca200f90967179,2_송귀성#3917,### a# 직업: 사제# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (0) 침묵# 2x (1) 소생# 2x (2) 광기의 화염술사# 2x (2) 마법봉 제작자# 1x (2) 세데크 장막직공# 2x (2) 통찰# 2x (2) 회개# 1x (3) 광분# 2x (3) 손금 보기# 2x (3) 절정# 1x (3) 정신파괴자 일루시아# 2x (5) 푸른비늘혈족 주문술사# 1x (5) 현자 폴켈트# 1x (7) 영혼 거울# 1x (9) 죽음의 역병# 2x (9) 축제 광대# 1x (10) 운명의 지배자 요그사론# 1x (10) 파멸자 이샤라즈# AAECAa0GCJ+pA5u6A8i+A/vRA/bWA53YA/zeA/jjAwv2B6UJmakDgbEDk7oDr7oD184D/tED/tsD4t4D+98DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### c# 직업: 도적# 대전 방식: 정규# 불사조의 해## 1x (0) 그림자 밟기# 1x (0) 기습# 1x (0) 마음가짐# 1x (1) 경품 약탈자# 1x (1) 두뇌 빙결# 1x (1) 마법봉 도둑# 1x (1) 비밀 통로# 1x (1) 비열한 곤봉잡이# 1x (1) 용의 보물# 1x (1) 첩보원# 1x (1) 파라오의 고양이# 1x (2) 그림자보석공 하나르# 1x (2) 마법의 뒤안길 장물아비# 1x (2) 매복# 1x (2) 모래칼춤꾼# 1x (2) 비열한 수법# 1x (2) 사기# 1x (2) 속여우# 1x (2) 속임수# 1x (2) 위대한 제피르스# 1x (2) 절개# 1x (2) 표절# 1x (3) 얼어붙은 암흑술사# 1x (3) 잔.악.무.도. 악당# 1x (3) 정리해주는 사기꾼# 1x (4) 에드윈 밴클리프# 1x (4) 원한# 1x (5) 약삭빠른 코볼트# 1x (5) 잔다이스 바로브# 1x (6) 플릭 스카이쉬브# AAECAaIHHrQBsgLtAogHhgmPlwP7mgP+mgP7ogP8owP1pwO3rgPBrgOIsQO5uAPMuQPOuQPQuQO5vgPWvgP7xAOqywPHzgOk0QPZ0QPl0wPf3QPn3QPz3QOC5AMAAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### b# 직업: 마법사# 대전 방식: 정규# 불사조의 해## 2x (1) 두뇌 빙결# 2x (1) 서리 광선# 2x (1) 신기한 마술# 2x (1) 신비한 화살# 2x (1) 태고학 탐구# 1x (1) 환영 복제# 2x (2) 마나빵 창조# 2x (2) 마술사의 수습생# 2x (2) 벼락치기# 2x (2) 신비한 폭발# 2x (2) 얼음 화살# 2x (2) 주문술사의 흐름# 1x (2) 환기# 2x (3) 신비한 지능# 2x (3) 화염낙인사# 1x (5) 결투의 대가 모자키# 1x (6) 가젯잔 경매인# AAECAf0EBKQHvAjFuAOSywMNvwOrBLQE5gSWBZ+bA/+dA8G4A/jMA8fOA83OA/fRA4XkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_ezbake#1325,### thalnos# Class: Demon Hunter# Format: Standard# Year of the Phoenix## 1x (1) Consume Magic# 2x (1) Double Jump# 2x (1) Ethereal Augmerchant# 1x (1) Felosophy# 2x (1) Felscream Blast# 2x (1) Illidari Studies# 1x (1) Throw Glaive# 2x (2) Chaos Strike# 2x (2) Immolation Aura# 2x (2) Mo'arg Artificer# 2x (2) Spectral Sight# 1x (2) Wild Pyromancer# 1x (2) Zephrys the Great# 2x (3) Aldrachi Warblades# 2x (3) Eye Beam# 1x (3) Soul Cleave# 1x (4) Il'gynoth# 1x (4) Raging Felscreamer# 2x (6) Skull of Gul'dan# AAECAea5Awj2B/yjA727A4TDA9TIA87SA8vdA9DdAwuHugPXuwPgvgPpvgPHxgPZxgPVyAPW0QPd0wPH3QPz4wMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Libroom# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (0) First Day of School# 2x (1) Aldor Attendant# 2x (1) Animated Broomstick# 2x (1) Blessing of Wisdom# 2x (1) Pen Flinger# 1x (2) Argent Braggart# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 1x (2) Wild Pyromancer# 1x (3) Lord Barov# 2x (3) Salhet's Pride# 2x (5) Aldor Truthseeker# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (7) Lady Liadrin# 1x (7) Libram of Judgment# 1x (7) Silas Darkmoon# 2x (9) Libram of Hope# AAECAYsWBvYHhMEDk9AD4NEDyOED/eMDDN0KlaYDyrgD/bgD6rkD67kD7LkDysEDlc0Dns0Dn80DwNEDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### illucia# Class: Priest# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 2x (1) Cleric of Scales# 2x (1) Draconic Studies# 2x (1) Holy Smite# 2x (1) Renew# 2x (2) Insight# 2x (2) Sethekk Veilweaver# 1x (2) Wild Pyromancer# 2x (3) Apotheosis# 2x (3) Gift of Luminance# 1x (3) Hysteria# 1x (3) Mindrender Illucia# 2x (3) Nazmani Bloodweaver# 2x (3) Palm Reading# 2x (4) Rally!# 2x (5) Cobalt Spellkin# 1x (8) Murozond the Infinite# AAECAZ/HAgT2B46xA/vRA/jjAw2XAoGxA5i2A5O6A5u6A6+6A6fLA97MA9fOA+LeA/vfA8rhA/vjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_Thekhan#3403,### Combo# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 그림자 밟기# 2x (0) 기습# 2x (0) 마음가짐# 2x (1) 경품 약탈자# 2x (1) 마법봉 도둑# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 파라오의 고양이# 2x (2) 모래칼춤꾼# 2x (2) 사기# 2x (2) 속여우# 2x (2) 절개# 2x (3) 잔.악.무.도. 악당# 2x (3) 퀘스트 중인 모험가# 1x (5) 잔다이스 바로브# 1x (6) 플릭 스카이쉬브# AAECAZvDAwLBrgPZ0QMOtAHtApcGiAeGCY+XA/uiA/WnA6rLA6TRA9/dA+fdA/PdA4HkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### Winter Cup# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 하늘 약탈자# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (8) 그롬마쉬 헬스크림# AAECAeP5Awgc0gLdrQPerQPAuQPjzAOT0AOB5AMLFpAD1ATcqQOktgOrtgO7uQOcuwOR0AP31AO13gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### Winter Cup# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (0) 등교 첫날# 2x (1) 깃펜 장난꾼# 2x (1) 살아 움직이는 빗자루# 2x (1) 알도르 수행원# 1x (1) 지혜의 축복# 2x (2) 공중 강습# 2x (2) 아달의 수호자# 2x (2) 은빛십자군 허풍쟁이# 2x (2) 지혜의 성서# 1x (3) 군주 바로브# 2x (3) 살헤트의 사자# 2x (5) 알도르 진실탐구자# 2x (5) 정의의 성서# 1x (6) 독실한 제자# 1x (7) 실라스 다크문# 1x (7) 심판의 성서# 1x (7) 여군주 리아드린# 2x (9) 희망의 성서# AAECAZ3DAwbdCoTBA5PQA8DRA8jhA/3jAwyVpgOWtgPKuAP9uAPquQPruQPsuQPKwQOVzQOezQOfzQPg0QMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
